#QTL	Publication	TO	type	CO	Location
QHGHT6.80	Zhang et al 2015			CO_324:0000088	6:42307792-47854118
QHGHT6.26	Higgins et al 2014			CO_324:0000088	6:42326720-42614282
QHGHT6.27	Higgins et al 2014			CO_324:0000088	6:42326720-42614282
QHGHT6.28	Higgins et al 2014			CO_324:0000088	6:42361473-42620277
QHGHT6.86	Bouchet et al 2017			CO_324:0000088	6:42432612-42632550
QHGHT6.92	Hilley et al 2017			CO_324:0000088	6:42466029-42638315
QHGHT6.29	Higgins et al 2014			CO_324:0000088	6:42484550-42641510
QHGHT6.30	Higgins et al 2014			CO_324:0000088	6:42484550-42641510
QHGHT6.33	Wang et al 2014a			CO_324:0000088	6:42540842-43514210
QHGHT6.31	Higgins et al 2014			CO_324:0000088	6:42599451-42848188
QHGHT6.32	Higgins et al 2014			CO_324:0000088	6:42599455-42848208
QHGHT6.34	Higgins et al 2014			CO_324:0000088	6:43015157-43546856
QHGHT6.35	Higgins et al 2014			CO_324:0000088	6:43154841-43616603
QHGHT6.36	Higgins et al 2014			CO_324:0000088	6:43154841-43616603
QHGHT6.37	Higgins et al 2014			CO_324:0000088	6:43185450-43627390
QHGHT6.38	Higgins et al 2014			CO_324:0000088	6:43185450-43627390
QHGHT6.39	Higgins et al 2014			CO_324:0000088	6:43185450-43627390
QHGHT6.40	Higgins et al 2014			CO_324:0000088	6:43185450-43627390
QHGHT6.41	Higgins et al 2014			CO_324:0000088	6:43266670-43656011
QHGHT6.42	Higgins et al 2014			CO_324:0000088	6:43370397-43692563
QHGHT6.43	Higgins et al 2014			CO_324:0000088	6:43521211-43745709
QHGHT6.44	Higgins et al 2014			CO_324:0000088	6:43521211-43745709
QHGHT6.45	Higgins et al 2014			CO_324:0000088	6:43521211-43745709
QHGHT6.46	Higgins et al 2014			CO_324:0000088	6:43656256-43843622
QHGHT6.85	Bai et al 2017			CO_324:0000088	6:45068058-50945027
QHGHT6.48	Higgins et al 2014			CO_324:0000088	6:45391187-45542964
QHGHT6.49	Higgins et al 2014			CO_324:0000088	6:45391187-45542964
QHGHT6.50	Higgins et al 2014			CO_324:0000088	6:45391187-45542964
QHGHT6.52	Madhusudhana and Patil 2013			CO_324:0000088	6:46449918-47615779
QHGHT6.51	Madhusudhana and Patil 2013			CO_324:0000088	6:46561447-47218142
QHGHT6.53	Madhusudhana and Patil 2013			CO_324:0000088	6:46568000-47216519
QHGHT6.54	Madhusudhana and Patil 2013			CO_324:0000088	6:46773612-48200277
QHGHT6.55	Madhusudhana and Patil 2013			CO_324:0000088	6:46873431-48045350
QHGHT6.56	Madhusudhana and Patil 2013			CO_324:0000088	6:46995444-47855975
QHGHT6.57	Madhusudhana and Patil 2013			CO_324:0000088	6:47028784-48266492
QHGHT6.58	Srinivas et al 2009			CO_324:0000088	6:47229819-48711265
QHGHT6.59	Wang et al 2014a			CO_324:0000088	6:47940683-48245242
QHGHT6.60	Wang et al 2014a			CO_324:0000088	6:47940683-48245242
QHGHT6.61	Wang et al 2014a			CO_324:0000088	6:47940683-48245242
QHGHT6.62	Pereira and Lee 1995			CO_324:0000088	6:48540991-53719119
QHGHT6.88	Bouchet et al 2017			CO_324:0000088	6:49724186-50568221
QHGHT6.63	Kebede et al 2001			CO_324:0000088	6:51611228-52465988
QHGHT6.64	Wang et al 2014a			CO_324:0000088	6:52949402-53290251
QHGHT6.65	Wang et al 2014a			CO_324:0000088	6:52949402-53290251
QHGHT6.66	Shiringani et al 2010			CO_324:0000088	6:54556952-55269043
QHGHT6.67	Kebede et al 2001			CO_324:0000088	6:54646541-56082737
QHGHT6.68	Srinivas et al 2009			CO_324:0000088	6:55388365-57296015
QHGHT6.90	Cuevas et al 2017			CO_324:0000088	6:55388930-55541541
QHGHT6.69	Shiringani et al 2010			CO_324:0000088	6:58558543-60251431
QHGHT6.70	Upadhyaya et al 2012b			CO_324:0000088	6:60215708-60319261
QHGHT6.71	Wang et al 2012			CO_324:0000088	6:60215713-60319275
QHGHT6.72	Wang et al 2012			CO_324:0000088	6:60215713-60319275
QHGHT7.1	Phuong et al 2013			CO_324:0000088	7:2920365-3268283
QHGHT7.2	Wang et al 2014a			CO_324:0000088	7:3279177-6275405
QHGHT7.3	Shiringani et al 2010			CO_324:0000088	7:3480589-6278744
QHGHT7.13	Shehzad and Okuno 2015			CO_324:0000088	7:6820348-58756180
QHGHT7.63	Mocoeur et al 2015			CO_324:0000088	7:6826568-57971602
QHGHT7.5	Nagaraja Reddy et al 2013			CO_324:0000088	7:7112525-55191952
QHGHT7.4	Shiringani et al 2010			CO_324:0000088	7:7830451-9281783
QHGHT7.6	Parh 2005			CO_324:0000088	7:8232161-55287444
QHGHT7.12	Shehzad and Okuno 2015			CO_324:0000088	7:8712875-57944556
QHGHT7.10	Madhusudhana and Patil 2013			CO_324:0000088	7:8851333-57807640
QHGHT7.7	Rami et al 1998			CO_324:0000088	7:9405940-54786763
QHGHT7.8	Rami et al 1998			CO_324:0000088	7:10020434-53294723
QHGHT7.11	Madhusudhana and Patil 2013			CO_324:0000088	7:42199948-57729128
QHGHT7.14	Madhusudhana and Patil 2013			CO_324:0000088	7:52284804-57820875
QHGHT7.15	Srinivas et al 2009			CO_324:0000088	7:55190663-57760757
QHGHT7.16	Takai et al 2012			CO_324:0000088	7:55594212-57806097
QHGHT7.17	Takai et al 2012			CO_324:0000088	7:55651706-57797202
QHGHT7.18	Takai et al 2012			CO_324:0000088	7:55677613-57793194
QHGHT7.74	Bouchet et al 2017			CO_324:0000088	7:55780308-57691804
QHGHT7.64	Burks et al 2015			CO_324:0000088	7:55782882-57692202
QHGHT7.66	Wang et al 2016			CO_324:0000088	7:57683232-58901776
QHGHT7.19	Felderhoff et al 2012			CO_324:0000088	7:57709453-58412499
QHGHT7.67	Wang et al 2016			CO_324:0000088	7:57716834-58775268
QHGHT7.77	Boyles et al 2017			CO_324:0000088	7:57736518-58152279
QHGHT7.62	Zhang et al 2015			CO_324:0000088	7:57800124-61308327
QHGHT7.65	Wang et al 2016			CO_324:0000088	7:57813909-58409795
QHGHT7.20	Lin et al 1995			CO_324:0000088	7:57821927-58423229
QHGHT7.21	Feltus et al 2006			CO_324:0000088	7:58363680-58895137
QHGHT7.26	Nagaraja Reddy et al 2013			CO_324:0000088	7:58507805-59554217
QHGHT7.25	Wang et al 2014a			CO_324:0000088	7:58787996-59544652
QHGHT7.72	Wang et al 2016			CO_324:0000088	7:58866126-59546987
QHGHT7.68	Wang et al 2016			CO_324:0000088	7:58884005-59546414
QHGHT7.69	Wang et al 2016			CO_324:0000088	7:58890121-59546219
QHGHT7.71	Wang et al 2016			CO_324:0000088	7:58954614-59544153
QHGHT7.28	Murray et al 2008a			CO_324:0000088	7:59100515-59540617
QHGHT7.23	Higgins et al 2014			CO_324:0000088	7:59252522-59415955
QHGHT7.70	Wang et al 2016			CO_324:0000088	7:59299401-59535766
QHGHT7.27	Srinivas et al 2009			CO_324:0000088	7:59313469-59536089
QHGHT7.35	Burrell et al 2015			CO_324:0000088	7:59369311-59541275
QHGHT7.61	Burrell et al 2015			CO_324:0000088	7:59369311-59541275
QHGHT7.24	Higgins et al 2014			CO_324:0000088	7:59411225-59527708
QHGHT7.36	Zou et al 2012			CO_324:0000088	7:59482862-59544169
QHGHT7.75	Bouchet et al 2017			CO_324:0000088	7:59529297-59532773
QHGHT7.29	Higgins et al 2014			CO_324:0000088	7:59529707-59533182
QHGHT7.30	Higgins et al 2014			CO_324:0000088	7:59529707-59533182
QHGHT7.31	Higgins et al 2014			CO_324:0000088	7:59530115-59533591
QHGHT7.32	Higgins et al 2014			CO_324:0000088	7:59530650-59534126
QHGHT7.33	Higgins et al 2014			CO_324:0000088	7:59530650-59534126
QHGHT7.34	Higgins et al 2014			CO_324:0000088	7:59530650-59534126
QHGHT7.45	Pereira and Lee 1995			CO_324:0000088	7:59531861-61538775
QHGHT7.78	Mace and Jordan 2010			CO_324:0000088	7:59532373-59535848
QHGHT7.42	Guan et al 2011			CO_324:0000088	7:59532884-59539609
QHGHT7.37	Higgins et al 2014			CO_324:0000088	7:59533968-59537444
QHGHT7.38	Higgins et al 2014			CO_324:0000088	7:59533968-59537444
QHGHT7.39	Higgins et al 2014			CO_324:0000088	7:59533968-59537444
QHGHT7.40	Higgins et al 2014			CO_324:0000088	7:59533968-59537444
QHGHT7.41	Higgins et al 2014			CO_324:0000088	7:59533968-59537444
QHGHT7.43	Hart et al 2001			CO_324:0000088	7:59540301-59550613
QHGHT7.76	Yamaguchi et al 2016			CO_324:0000088	7:59541977-61443045
QHGHT7.44	Brown et al 2006			CO_324:0000088	7:59542158-59552927
QHGHT7.73	Bai et al 2017			CO_324:0000088	7:59542355-59549769
QHGHT7.46	Madhusudhana and Patil 2013			CO_324:0000088	7:59551731-61527847
QHGHT7.47	Madhusudhana and Patil 2013			CO_324:0000088	7:61174595-61610181
QHGHT7.48	Madhusudhana and Patil 2013			CO_324:0000088	7:61186047-61860502
QHGHT7.50	Madhusudhana and Patil 2013			CO_324:0000088	7:61296757-62011565
QHGHT7.49	Madhusudhana and Patil 2013			CO_324:0000088	7:61413838-61894485
QHGHT7.57	Parh 2005			CO_324:0000088	7:61806978-65460255
QHGHT7.55	Madhusudhana and Patil 2013			CO_324:0000088	7:61910344-63327593
QHGHT7.56	Feltus et al 2006			CO_324:0000088	7:61971712-64586189
QHGHT7.51	Higgins et al 2014			CO_324:0000088	7:62075142-62161340
QHGHT7.52	Higgins et al 2014			CO_324:0000088	7:62075142-62161340
QHGHT7.53	Higgins et al 2014			CO_324:0000088	7:62075142-62161340
QHGHT7.54	Madhusudhana and Patil 2013			CO_324:0000088	7:62110413-63178356
QHGHT8.1	Mocoeur et al 2015			CO_324:0000088	8:5070472-57519538
QHGHT8.2	Shiringani et al 2010			CO_324:0000088	8:8198323-56470074
QHGHT8.3	Phuong et al 2013			CO_324:0000088	8:53884235-56649242
QHGHT8.4	Shehzad and Okuno 2015			CO_324:0000088	8:56697504-59292212
QHGHT9.66	Mocoeur et al 2015			CO_324:0000088	9:396095-2369542
QHGHT9.1	Lin et al 1995			CO_324:0000088	9:1235434-2644633
QHGHT9.2	Wang et al 2014a			CO_324:0000088	9:3081469-3358112
QHGHT9.4	Brown et al 2006			CO_324:0000088	9:5121127-8157597
QHGHT9.3	Parh 2005			CO_324:0000088	9:5270218-8138133
QHGHT9.67	Zhao et al 2016			CO_324:0000088	9:8157530-8157633
QHGHT9.5	Nagaraja Reddy et al 2013			CO_324:0000088	9:8157572-47755439
QHGHT9.77	Bouchet et al 2017			CO_324:0000088	9:45451222-47753233
QHGHT9.78	Bouchet et al 2017			CO_324:0000088	9:48015059-48223206
QHGHT9.7	Shiringani et al 2010			CO_324:0000088	9:50633456-52598530
QHGHT9.80	Gelli et al 2016			CO_324:0000088	9:50718886-51490320
QHGHT9.8	Feltus et al 2006			CO_324:0000088	9:51845427-56983864
QHGHT9.10	Lin et al 1995			CO_324:0000088	9:52500363-57941639
QHGHT9.75	Bai et al 2017			CO_324:0000088	9:52719464-55273795
QHGHT9.64	Zhang et al 2015			CO_324:0000088	9:53838641-59193962
QHGHT9.65	Zhang et al 2015			CO_324:0000088	9:53838641-59193962
QHGHT9.20	Felderhoff et al 2012			CO_324:0000088	9:53864003-57979606
QHGHT9.21	Felderhoff et al 2012			CO_324:0000088	9:54218678-57958850
QHGHT9.46	Felderhoff et al 2012			CO_324:0000088	9:54697728-57997570
QHGHT9.16	Takai et al 2012			CO_324:0000088	9:55057966-57915392
QHGHT9.30	Felderhoff et al 2012			CO_324:0000088	9:55353960-57947320
QHGHT9.19	Wang et al 2014a			CO_324:0000088	9:55625467-57924294
QHGHT9.9	Higgins et al 2014			CO_324:0000088	9:55668348-56265567
QHGHT9.45	Felderhoff et al 2012			CO_324:0000088	9:56186991-57963139
QHGHT9.81	Boyles et al 2017			CO_324:0000088	9:56643753-57916549
QHGHT9.29	Felderhoff et al 2012			CO_324:0000088	9:56941893-57917210
QHGHT9.12	Wang et al 2014a			CO_324:0000088	9:56942211-57292395
QHGHT9.31	Takai et al 2012			CO_324:0000088	9:57091740-57916828
QHGHT9.74	Wang et al 2016			CO_324:0000088	9:57151967-58010305
QHGHT9.13	Higgins et al 2014			CO_324:0000088	9:57251733-57293293
QHGHT9.14	Higgins et al 2014			CO_324:0000088	9:57251733-57293293
QHGHT9.15	Higgins et al 2014			CO_324:0000088	9:57251733-57293293
QHGHT9.17	Higgins et al 2014			CO_324:0000088	9:57278359-57297926
QHGHT9.18	Higgins et al 2014			CO_324:0000088	9:57278359-57297926
QHGHT9.44	Felderhoff et al 2012			CO_324:0000088	9:57292539-57929942
QHGHT9.76	Bouchet et al 2017			CO_324:0000088	9:57303035-57536560
QHGHT9.22	Higgins et al 2014			CO_324:0000088	9:57327486-57634721
QHGHT9.23	Higgins et al 2014			CO_324:0000088	9:57327486-57634721
QHGHT9.24	Higgins et al 2014			CO_324:0000088	9:57327486-57634721
QHGHT9.25	Higgins et al 2014			CO_324:0000088	9:57327486-57634721
QHGHT9.26	Higgins et al 2014			CO_324:0000088	9:57327486-57634721
QHGHT9.27	Higgins et al 2014			CO_324:0000088	9:57327486-57634721
QHGHT9.28	Higgins et al 2014			CO_324:0000088	9:57327486-57634721
QHGHT9.73	Wang et al 2016			CO_324:0000088	9:57441509-57986367
QHGHT9.49	Takai et al 2012			CO_324:0000088	9:57474075-57954737
QHGHT9.56	Pereira and Lee 1995			CO_324:0000088	9:57489318-59398238
QHGHT9.68	Zhao et al 2016			CO_324:0000088	9:57497672-57777093
QHGHT9.32	Higgins et al 2014			CO_324:0000088	9:57498502-57777777
QHGHT9.33	Higgins et al 2014			CO_324:0000088	9:57498502-57777777
QHGHT9.34	Higgins et al 2014			CO_324:0000088	9:57498502-57777777
QHGHT9.35	Higgins et al 2014			CO_324:0000088	9:57498502-57777777
QHGHT9.36	Higgins et al 2014			CO_324:0000088	9:57498502-57777777
QHGHT9.37	Higgins et al 2014			CO_324:0000088	9:57498502-57777777
QHGHT9.38	Higgins et al 2014			CO_324:0000088	9:57498502-57777777
QHGHT9.39	Higgins et al 2014			CO_324:0000088	9:57498502-57777777
QHGHT9.82	Hilley et al 2016			CO_324:0000088	9:57589609-57852937
QHGHT9.40	Upadhyaya et al 2012b			CO_324:0000088	9:57605941-57866409
QHGHT9.41	Wang et al 2012			CO_324:0000088	9:57605971-57866434
QHGHT9.42	Wang et al 2012			CO_324:0000088	9:57605971-57866434
QHGHT9.69	Zhao et al 2016			CO_324:0000088	9:57650529-57899639
QHGHT9.43	Higgins et al 2014			CO_324:0000088	9:57732191-57902814
QHGHT9.47	Nagaraja Reddy et al 2013			CO_324:0000088	9:57775368-57916277
QHGHT9.72	Wang et al 2016			CO_324:0000088	9:57900599-57968816
QHGHT9.61	Nagaraja Reddy et al 2013			CO_324:0000088	9:57903966-59398238
QHGHT9.57	Felderhoff et al 2012			CO_324:0000088	9:57908288-59398238
QHGHT9.48	Higgins et al 2014			CO_324:0000088	9:57910496-57920351
QHGHT9.52	Felderhoff et al 2012			CO_324:0000088	9:57918177-58684613
QHGHT9.50	Higgins et al 2014			CO_324:0000088	9:57919119-57928974
QHGHT9.51	Guan et al 2011			CO_324:0000088	9:57938250-57975981
QHGHT9.70	Zhao et al 2016			CO_324:0000088	9:57938294-57948149
QHGHT9.71	Zhao et al 2016			CO_324:0000088	9:57951888-57961743
QHGHT9.53	Wang et al 2014a			CO_324:0000088	9:57965000-57974855
QHGHT9.54	Wang et al 2014a			CO_324:0000088	9:57965000-57974855
QHGHT9.55	Wang et al 2014a			CO_324:0000088	9:57965000-57974855
QHGHT9.58	Higgins et al 2014			CO_324:0000088	9:58013103-58711162
QHGHT9.59	Higgins et al 2014			CO_324:0000088	9:58013103-58711162
QHGHT9.60	Higgins et al 2014			CO_324:0000088	9:58013103-58711162
QHGHT9.79	Yamaguchi et al 2016			CO_324:0000088	9:59192467-59398238
QHGHT10.13	Mocoeur et al 2015			CO_324:0000088	10:1518275-8359099
QHGHT10.2	Pereira and Lee 1995			CO_324:0000088	10:5813066-50273259
QHGHT10.3	Hart et al 2001			CO_324:0000088	10:7649482-11172964
QHGHT10.4	Feltus et al 2006			CO_324:0000088	10:7686253-10509489
QHGHT10.5	Shiringani et al 2010			CO_324:0000088	10:8640125-45554247
QHGHT10.6	Upadhyaya et al 2012b			CO_324:0000088	10:50276643-50526633
QHGHT10.14	Mocoeur et al 2015			CO_324:0000088	10:52112522-56441485
QHGHT10.8	Madhusudhana and Patil 2013			CO_324:0000088	10:52619425-56427175
QHGHT10.10	Madhusudhana and Patil 2013			CO_324:0000088	10:52648924-56417593
QHGHT10.9	Madhusudhana and Patil 2013			CO_324:0000088	10:52963428-56323082
QHGHT10.7	Wang et al 2014a			CO_324:0000088	10:53415467-53742139
QHGHT10.11	Rajkumar et al 2013			CO_324:0000088	10:56548575-60429301
QHGHT10.12	Upadhyaya et al 2012b			CO_324:0000088	10:58818244-60429267
QHGHT10.15	Bouchet et al 2017			CO_324:0000088	10:58838623-60429280
QHGHT9.11	Brown et al 2008			CO_324:0000088	9:56779950-57194940
QHGHT6.13	Feltus et al 2006				6:7472684-42208514
QHGHT7.22	Feltus et al 2006				7:58956891-59527324
QHGHT9.6	Feltus et al 2006				9:50485160-52315831
QHGHT10.1	Feltus et al 2006				10:7356520-9741996
QSHCC2.1	Shiringani & Friedt 2011				2:61670026-62684752
QSHCC3.1	Shiringani & Friedt 2011				3:54288538-55430115
QSHCC7.1	Murray et al 2008b				7:61874935-63976104
QSHCC8.1	Murray et al 2008b				8:4346819-6073121
QSHCC10.1	Shiringani & Friedt 2011				10:9608091-49666962
QINTN1.1	Zhao et al 2016				1:5126475-6594388
QINTN2.1	Zhao et al 2016				2:20403133-48675289
QINTN5.1	Zhao et al 2016				5:60730347-61689875
QINTN6.1	Zhao et al 2016				6:42412090-42629009
QINTN6.2	Zhao et al 2016				6:42432991-42632615
QINTN6.3	Zhao et al 2016				6:42468110-42638674
QINTN6.4	Zhao et al 2016				6:45015229-45038398
QINTN8.1	Zhao et al 2016				8:56938894-57089844
QINTN9.1	Zhao et al 2016				9:6222710-6780876
QINTN9.2	Zhao et al 2016				9:52100112-52235673
QJYLD1.1	Guan et al 2011				1:15280147-20309889
QJYLD1.2	Felderhoff et al 2012				1:24293638-58692373
QJYLD1.3	Guan et al 2011				1:55145010-58599904
QJYLD1.7	Wang et al 2016				1:62277088-65254213
QJYLD1.6	Wang et al 2016				1:62301507-65164600
QJYLD1.4	Guan et al 2011				1:71088191-74247342
QJYLD1.5	Murray et al 2008a				1:75426567-77174548
QJYLD2.1	Shiringani et al 2010				2:5790768-6056486
QJYLD3.1	Felderhoff et al 2012				3:55424189-57575403
QJYLD3.2	Felderhoff et al 2012				3:69144743-72936840
QJYLD4.1	Felderhoff et al 2012				4:4520954-7121638
QJYLD4.2	Guan et al 2011				4:51948418-55844419
QJYLD6.6	Mace and Jordan 2010				6:48099054-50905618
QJYLD6.1	Mocoeur et al 2015				6:48787617-50907017
QJYLD6.2	Burks et al 2015				6:49769866-50664002
QJYLD6.4	Burks et al 2015				6:49769866-50664002
QJYLD6.3	Burks et al 2015				6:49772502-50669531
QJYLD6.5	Burks et al 2015				6:49772502-50669531
QJYLD7.1	Felderhoff et al 2012				7:3507482-8460573
QJYLD7.2	Felderhoff et al 2012				7:7000105-55854432
QJYLD7.3	Felderhoff et al 2012				7:7997374-57688711
QJYLD7.4	Guan et al 2011				7:59487645-59546635
QJYLD7.5	Murray et al 2008a				7:59535003-61150525
QJYLD7.6	Murray et al 2008a				7:59536440-61114887
QJYLD9.1	Felderhoff et al 2012				9:53840036-57973696
QJYLD9.2	Felderhoff et al 2012				9:54767423-58002333
QJYLD9.3	Guan et al 2011				9:57938787-57975445
QJYLD9.7	Wang et al 2016				9:57985244-59398238
QJYLD9.4	Wang et al 2016				9:57989958-59192987
QJYLD9.6	Wang et al 2016				9:57991557-59192724
QJYLD9.5	Wang et al 2016				9:57999455-58957522
QJYLD10.1	Lv et al 2013				10:8429316-8555010
QJYLD10.2	Lv et al 2013				10:8429316-8555010
QJYLD10.3	Lv et al 2013				10:60429375-60429469
QKFLR1.1	Rami et al 1998				1:67994937-71500925
QKFLR2.1	Rami et al 1998				2:6055389-6119916
QKFLR2.2	Rami et al 1998				2:6059097-6076108
QKFLR4.1	Rami et al 1998				4:61633156-62579809
QKFRI2.1	Rami et al 1998			CO_324:0000277	2:6050282-6103801
QKFRI7.1	Rami et al 1998			CO_324:0000277	7:59527703-61331581
QKHRD2.1	Klein et al 2001			CO_324:0000277	2:2098479-4047445
QKHRD2.2	Rami et al 1998			CO_324:0000277	2:57076942-58790883
QKHRD3.1	Sukumaran et al 2012			CO_324:0000277	3:60426794-60522335
QKHRD3.2	Rami et al 1998			CO_324:0000277	3:63058760-67638960
QKHRD3.3	Sukumaran et al 2012			CO_324:0000277	3:69145676-69146367
QKHRD4.1	Klein et al 2001				4:13629465-50918408
QKHRD7.1	Rami et al 1998			CO_324:0000277	7:58223239-59035578
QKHRD10.1	Sukumaran et al 2012			CO_324:0000277	10:7799586-8330758
QLVIG1.1	Knoll et al 2008				1:57731065-58777275
QLANG1.8	Hart et al 2001				1:12498949-14699779
QLANG1.6	Truong et al 2015				1:12504838-15806148
QLANG1.5	Truong et al 2015				1:24054104-53206564
QLANG1.4	Truong et al 2015				1:24111042-53154261
QLANG1.1	Zhao et al 2016				1:54369359-54929968
QLANG1.9	Mantilla Perez et al 2014				1:59056306-59176541
QLANG1.7	Truong et al 2015				1:60544139-61389455
QLANG1.3	Truong et al 2015				1:60950563-61601617
QLANG1.2	Truong et al 2015				1:64605704-67693590
QLANG2.1	Mantilla Perez et al 2014				2:61967677-62028496
QLANG2.2	Mantilla Perez et al 2014				2:71448036-71900721
QLANG2.3	Mantilla Perez et al 2014				2:71448048-71903345
QLANG3.1	Zhao et al 2016				3:3134407-4422207
QLANG3.5	Mantilla Perez et al 2014				3:4560802-4884543
QLANG3.6	Mantilla Perez et al 2014				3:7002635-7312470
QLANG3.7	McCormick et al 2017				3:7110000-11460000
QLANG3.2	Truong et al 2015				3:14889177-51648272
QLANG3.3	Truong et al 2015				3:55331681-56685744
QLANG3.4	Truong et al 2015				3:57033712-57739838
QLANG4.1	McCormick et al 2017				4:51930000-56730000
QLANG5.1	Truong et al 2015				5:2655041-4865134
QLANG6.1	Zhao et al 2016				6:10011933-14194526
QLANG6.2	Zhao et al 2016				6:27829682-38481880
QLANG6.4	Hart et al 2001				6:44002171-46287447
QLANG6.3	Zhao et al 2016				6:53742729-53845255
QLANG7.8	Truong et al 2015				7:57706101-58490454
QLANG7.10	McCormick et al 2017				7:58480000-61098149
QLANG7.4	Truong et al 2015				7:59165496-59536406
QLANG7.13	McCormick et al 2017				7:59200000-61098149
QLANG7.5	Truong et al 2015				7:59233126-59537387
QLANG7.1	Zhao et al 2016				7:59263430-59426863
QLANG7.12	McCormick et al 2017				7:59480000-61098149
QLANG7.11	McCormick et al 2017				7:59510000-61098149
QLANG7.7	Truong et al 2015				7:59529989-59535099
QLANG7.6	Truong et al 2015				7:59530265-59534822
QLANG7.2	Zhao et al 2016				7:59531437-59534913
QLANG7.9	Hart et al 2001				7:59540892-59550021
QLANG7.3	Zhao et al 2016				7:61237283-61323481
QLANG9.1	Zhao et al 2016				9:1000006-1049867
QLFAR1.1	Fiedler et al 2014				1:4152458-4793959
QLFAR1.2	Fiedler et al 2014				1:5136752-6613450
QLFAR1.3	Fiedler et al 2014				1:5136752-6613450
QLFAR1.4	Fiedler et al 2014				1:8927586-9873328
QLFAR1.5	Fiedler et al 2014				1:8927586-9873328
QLFAR1.6	Fiedler et al 2014				1:8927586-9873328
QLFAR1.7	Fiedler et al 2014				1:13332874-14428903
QLFAR1.8	Fiedler et al 2014				1:50213605-51743889
QLFAR1.9	Fiedler et al 2014				1:58703565-58805510
QLFAR1.22	Fiedler et al 2016				1:58977758-59079703
QLFAR1.23	Fiedler et al 2016				1:58977758-59079703
QLFAR1.10	Fiedler et al 2014				1:59090956-59250016
QLFAR1.11	Fiedler et al 2014				1:66822992-66908741
QLFAR1.12	Fiedler et al 2014				1:66943041-67087821
QLFAR1.13	Fiedler et al 2014				1:66943041-67087821
QLFAR1.14	Fiedler et al 2014				1:66943041-67087821
QLFAR1.15	Fiedler et al 2014				1:66943041-67087821
QLFAR1.16	Fiedler et al 2014				1:66943041-67087821
QLFAR1.21	Fiedler et al 2016				1:74909241-80878678
QLFAR1.17	Fiedler et al 2014				1:77229416-77507122
QLFAR2.1	Fiedler et al 2014				2:2526767-2650471
QLFAR2.7	Fiedler et al 2016				2:2615852-6058605
QLFAR2.12	Fiedler et al 2016				2:3097679-3861273
QLFAR2.8	Fiedler et al 2016				2:3751221-6056513
QLFAR2.9	Fiedler et al 2016				2:56400659-62040160
QLFAR2.10	Fiedler et al 2016				2:59441268-62462713
QLFAR2.11	Fiedler et al 2016				2:62721350-69834382
